fit_tier,priority,company,legal_name,usdot,power_units,drivers,officer,phone,email,city,state,zip,address,safety_rating,hazmat,classdef,fit_score,suggested_plan,add_on,outreach_angle,safer_url
Growth,High,SUNRISE COACH LINES INC,SUNRISE COACH LINES INC,25607,20,14,CHRISTA BROWN,6314771283,admin@sunrisecoach.com,GREENPORT,NY,11944,74450 WEST FRONT ST,S,No,LOCAL GOVERNMENT;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=25607
Growth,Medium,MAIL CONTRACTOR,MARWELL TRUCKING INC,25936,18,17,JEFFREY MARWELL,4012314019,MARWELL02911@GMAIL.COM,NORTH PROVIDENCE,RI,02911,85 EAST AVENUE,S,No,AUTHORIZED FOR HIRE;U. S. MAIL,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=25936
Growth,High,LA ROSA DEL MONTE EXPRESS,RDM TRANSPORT GROUP LLC,25982,39,22,CHRISTIAN  GALAN,7189913300,cgalan@larosadelmonte.com,YONKERS,NY,10710,44 RUNYON AVE,C,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=25982
Fleet,High,SPEED GLOBAL SERVICES,SPEED MOTOR EXPRESS OF W N Y INC,26364,59,46,CARL SAVARINO,7168762235,SAFETY@SPEEDGS.COM,BUFFALO,NY,14207-1311,2299 KENMORE AVENUE,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26364
Starter,High,LINCOLN MOVING & STORAGE OF BUFFALO INC,LINCOLN MOVING & STORAGE OF BUFFALO INC,26424,9,5,TIMOTHY PALISANO,7168741380,sbalcerzak@lincolnmoving.com,BUFFALO,NY,14207,155 GREAT ARROW AVE,None listed,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26424
Fleet,High,T J MARQUART & SONS INC,T J MARQUART & SONS INC,26449,66,50,ALEX MARQUART,5854932522,ALEX@TJMARQUART.COM,GAINESVILLE,NY,14066,5195 ROUTE 19,S,No,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26449
Starter,High,HANSON CARTAGE INC,HANSON CARTAGE INC,26451,6,5,LEON SLOJKOWSKI,7164830813,THESLONE@AOL.COM,FALCONER,NY,14733,1688 CLAYPOND ROAD,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26451
Growth,High,HILTON-SPENCERPORT EXPRESS INC,HILTON-SPENCERPORT EXPRESS INC,26458,12,10,THOMAS H. COLE,5856598442,tcole@hsxinc.com,KENDALL,NY,14476-0055,16864 KENMORE RD,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26458
Starter,High,LARSEN TRANSFER CO,TRI-CITY UNITED INC,26510,8,7,DEAN JACKSON,5099439139,DEAN.JACKSON@LARSENTRANSFER.COM,RICHLAND,WA,99352-4140,220 WELLHOUSE LOOP,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26510
Starter,High,CASCADE WAREHOUSE COMPANY,CASCADE WAREHOUSE COMPANY,26585,5,3,SCOTT CANTONWINE,5033632483,nick@cascadewarehouse.com,SALEM,OR,97301,1330 SALEM INDUSTRIAL DR NE,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26585
Starter,Medium,J H MOTORS INC,J H MOTORS INC,26612,5,5,KRISTINA L FOX,4062488101,jhmotors1@gmail.com,BILLINGS,MT,59101,4540 STATE AVE,S,Yes,OTHER-EMERGENCY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26612
Growth,Medium,EMPIRE BUILDING MATERIALS INC,EMPIRE BUILDING MATERIALS INC,26755,35,16,ANTHONY  TANGARO,14065873191,anthonyt@empireinc.com,BELGRADE,MT,59714-3020,300 N JACKRABBIT LN,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,60,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26755
Fleet,High,T P FREIGHT LINES INC,T P FREIGHT LINES INC,26804,76,50,MOHAMED HEGEB,5032334607,compliance@tpfreight.net,TILLAMOOK,OR,97141,2703 THIRD STREET,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26804
Starter,High,PEOPLES WAREHOUSE INC,PEOPLES WAREHOUSE INC,26826,5,6,STEVEN D CARTER,5418847425,peowhse@aol.com,KLAMATH FALLS,OR,97601,1425 S 6TH ST,None listed,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26826
Growth,High,ADAMS TRANSIT INC,ADAMS TRANSIT INC,26858,19,19,JAMES DEYOUNG,9203485202,JIM.DEYOUNG@ADAMSTRANSIT.COM,FRIESLAND,WI,53935,111 WEST WINNEBAGO ST,S,No,AUTHORIZED FOR HIRE,55,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26858
Starter,Medium,YOUNG TRUCK LINES LLP,YOUNG TRUCK LINES LLP,26896,9,8,ETHAN YOUNG,5073252290,accounting@youngtruckline.com,LYLE,MN,55953-0008,509 1ST STREET,S,No,AUTHORIZED FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26896
Fleet,High,PACIFIC COAST FRESH COMPANY,PACIFIC COAST FRESH COMPANY,26920,84,95,KATHLEEN QUANDEE,5032346411,ahill@PCFRUIT.COM,PORTLAND,OR,97232,201 NE 2ND AVE,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=26920
Fleet,High,R E WEST INC,R E WEST INC,27070,110,110,ROBERT E. WEST JR,6154434144,robert.walker@rewest.com,ASHLAND CITY,TN,37015,14 BLUEGRASS DRIVE,S,Yes,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27070
Starter,High,JAMES WILSON COMPANY,JAMES WILSON COMPANY,27102,7,6,JENNIFER  KAITLIN WILSON,4232652646,jwilson@jameswilsonco.net,CHATTANOOGA,TN,37410,211 E 28TH STREET,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27102
Starter,Medium,INLAND CORPORATION,INLAND CORPORATION,27218,8,5,BOBBY SIMKINS,5056322368,inlandcorporation.simkins@gmail.com,BLOOMFIELD,NM,87413,409 E BROADWAY,S,Yes,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27218
Growth,Medium,R & C STAGELINES INC,R & C STAGELINES INC,27304,37,20,DARIN GOLDSTON,5058437461,dana@rcstagelines.com,ALBUQUERQUE,NM,87102,410 INDIAN SCHOOL RD NE,S,No,AUTHORIZED FOR HIRE;U. S. MAIL,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27304
Growth,High,MERCER TRUCKING COMPANY INC,MERCER TRUCKING COMPANY INC,27479,13,12,MR.  STEVEN E HANNING,5095353597,sonia@mercertrucking.com,SPOKANE VALLEY,WA,99212,N 1414 FANCHER,S,No,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27479
Starter,High,PRATT MAYFLOWER,PRATT MOVING & STORAGE INC,27491,8,4,ALVIN M JONES JR,5093322505,pratt@pullman.com,PULLMAN,WA,99163,1210 SE LATAH,None listed,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27491
Starter,High,YOAKUM GRAIN INC,YOAKUM GRAIN INC,27788,7,6,SHANNON BUCEK,3612933521,yoakumgrain@birch.net,YOAKUM,TX,77995,915 W GONZALES,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27788
Fleet,High,WILLOW RUN FOODS INCORPORATED,WILLOW RUN FOODS INCORPORATED,27814,90,153,CAROL WALLIS,8002347550,KERRYA@WILLOWRUNFOODS.COM,KIRKWOOD,NY,13795,1006 US ROUTE 11,S,No,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27814
Fleet,High,SALANGER TRUCKING LLC,SALANGER TRUCKING LLC,27825,76,102,RICHARD SALANGER,3157270108,SALTRUK@TWCNY.RR.COM,CICERO,NY,13039-9327,6037 CHETWIND DR,S,No,AUTHORIZED FOR HIRE;U. S. MAIL,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27825
Starter,Medium,HUBBARD-HALL INC,HUBBARD-HALL INC,27830,6,5,MOLLY KELLOGG,2034905062,jalmanza@hubbardhall.com,WATERBURY,CT,06708,563 SO. LEONARD ST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27830
Growth,Medium,INDUSTRIAL RIGGERS INC,INDUSTRIAL RIGGERS INC,27842,14,13,DAVID FRIEDMAN,2035731116,vromero@industrialriggers.com,WATERBURY,CT,06704,264 CHASE RIVER ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27842
Fleet,High,SYSTEM TRANSPORT INC,SYSTEM TRANSPORT INC,27935,966,985,DENNIS  J. WILLIAMS,5096234000,lgilbert@trans-system.com,CHENEY,WA,99004,7405 S HAYFORD ROAD,S,Yes,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27935
Fleet,High,TWT,T-W TRANSPORT INC,27937,105,95,DENNIS  J WILLIAMS,5096234000,lgilbert@trans-system.com,CHENEY,WA,99004,7405 SOUTH HAYFORD ROAD,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27937
Growth,High,HIGHLINE GRAIN GROWERS INC,HIGHLINE GRAIN GROWERS INC,27945,22,9,BRAD HANSEN,5097458551,BRADH@HIGHLINEGRAIN.COM,WATERVILLE,WA,98858,104 E  ASH ST,None listed,No,AUTHORIZED FOR HIRE,60,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27945
Starter,High,WITTKOPF TRUCKING,WITTKOPF ENTERPRISES INC,27949,6,5,MIRANDA WITTKOPF WILLIAMS,5094962542,WITTKOPFENTERPRISES@GMAIL.COM,SPOKANE,WA,99217,8528 N FREYA,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27949
Fleet,High,FAST WAY FREIGHT SYSTEM INC,FAST WAY FREIGHT SYSTEM INC,27962,66,41,MARK  WILLARD,5095349351,jeff@fastwayfreight.com,SPOKANE,WA,99202-4535,1001 N HAVANA ST,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=27962
Growth,Medium,CHRISTENSEN OIL CO,CREST DISTRIBUTING INC,28333,23,16,TODD CHRISTENSEN,8013737970,lisa@christensenoil.com,PROVO,UT,84606-4850,595 S 200 E,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28333
Fleet,Medium,CR ENGLAND,CR ENGLAND INC,28406,3807,4338,DUSTIN  ENGLAND,8019722712,dustin.england@crengland.com,SALT LAKE CITY,UT,84120,4701 W 2100S,S,Yes,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28406
Fleet,High,A L SMITH TRUCKING INC,A L SMITH TRUCKING INC,28525,55,54,CHAD V. KELCH,9375263651,CHAD@ALSMITHTRUCKING.COM,VERSAILLES,OH,45380,8984 MURPHY ROAD,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28525
Fleet,High,SUNRISE,SUNRISE TC INC,28536,224,293,ANTHONY  MYERS,4193326468,jedbookman@sunriseco-op.com,FREMONT,OH,43420,2025 W STATE STREET,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28536
Fleet,High,THE SUPERIOR BEVERAGE GROUP LTD,THE SUPERIOR BEVERAGE GROUP LTD,28581,148,157,JOSEPH R. MCHENRY,4407034580,j.mchenry@SUPERIORBEVERAGEGROUP.COM,GLENWILLOW,OH,44139,31031 DIAMOND PARKWAY,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28581
Growth,High,MCVAY BROTHERS CONTRACTORS INC,MCVAY BROTHERS CONTRACTORS INC,28767,18,18,KEVIN SCHNEIDER,15099284686,kevin.schneider@mcvaybrothers.com,SPOKANE VALLEY,WA,99206,11724 E MONTGOMERY DRIVE,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28767
Growth,Medium,PLUNK'S WRECKER SERVICE,ROBERT W PLUNK ENTERPRISES L L C,28944,14,4,SHARON  PARKER,3183882313,sharonparker@plunks.com,WEST MONROE,LA,71292,108 JONESBORO ROAD,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28944
Starter,Medium,CAPITOL TRUCK SERVICE LLC,CAPITOL TRUCK SERVICE LLC,28984,9,15,DAVIN  SPRING,2253449080,jennifer@capitolcompaniesbr.com,PRAIRIEVILLE,LA,70769,17321 AIRLINE HIGHWAY,C,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=28984
Fleet,High,SAIA LTL FREIGHT,SAIA MOTOR FREIGHT LINE LLC,29124,7428,7315,PATRICK  SUGAR,7702325067,nsimmons@saia.com,JOHNS CREEK,GA,30097,11465 JOHNS CREEK PKWY STE 400,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29124
Growth,Medium,SOUTHEASTERN MOTOR FREIGHT INC,SOUTHEASTERN MOTOR FREIGHT INC,29154,17,12,RANDY GUILLOT,5047312825,Nathan@triplegexpress.com,JEFFERSON,LA,70121,916 ST GEORGE AVE,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29154
Growth,Medium,FR8 THE FREIGHT CO,OWEN INDUSTRIES INC,29260,33,21,ROBERT OWEN TYLER OWEN,7015516880,Jklokstad@npsteel.com,CARTER LAKE,IA,51510,501 AVENUE H,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29260
Growth,High,HAMPTON CRANE SERVICE INC,HAMPTON CRANE SERVICE INC,29378,14,20,LANCE D CARNEY,6152568733,TCARNEY@hamptoncrane.com,NASHVILLE,TN,37218,1499 COUNTY HOSPITAL ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29378
Starter,High,SAPP TRUCKING INC,SAPP TRUCKING INC,29517,9,7,LAURA  SAPP,2299855220,dispatch@sapptrucking.com,MOULTRIE,GA,31768,2215 SYLVESTER HWY,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29517
Fleet,High,THE SCRUGGS COMPANY,THE SCRUGGS COMPANY,29540,306,121,GEORGE M AKINS II,2292422388,sdowning@scruggscompany.com,HAHIRA,GA,31632,4679 US HWY 41 NORTH,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,60,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29540
Fleet,High,CSX TRANSPORTATION INC,CSX TRANSPORTATION INC,29619,2296,3474,JOE HINRICHS,8002320144,CSX@ABSAUTOSERVICES.COM,JACKSONVILLE,FL,32202-4423,500 WATER ST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29619
Fleet,High,FLORIDA ROCK & TANK LINES INC,FLORIDA ROCK & TANK LINES INC,29628,298,398,JEFFREY  PAULSEN,9043965733,,JACKSONVILLE,FL,32202,200 WEST FORSYTH 7TH FLOOR,S,Yes,AUTHORIZED FOR HIRE,55,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29628
Fleet,High,HONEY TRANSPORT INC,HONEY TRANSPORT INC,29653,53,37,EVERETT O. CAMPBELL,4078899726,,APOPKA,FL,32703,2994 ORANGE AVE CR-437,S,No,AUTHORIZED FOR HIRE,110,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29653
Starter,High,FOUNTAIN MOVING & STORAGE INC,FOUNTAIN MOVING & STORAGE INC,29659,9,8,DONALD G ARPIN JR,9122331153,,SAVANNAH,GA,31405,3507 EDWIN AVENUE,U,No,AUTHORIZED FOR HIRE,85,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29659
Starter,High,CORMAN TRUCKS INC,CORMAN TRUCKS INC,29706,9,7,BRUCE  CORMAN,7193467272,bc@burlingtonfeeders.com,BURLINGTON,CO,80807,202 WEBSTER AVE,S,No,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29706
Fleet,High,STRATTON EQUITY COOP,STRATTON EQUITY COOPERATIVE CO INC,29846,112,10,ARLAN  TANNER,7193485326,atanner@strattoncoop.com,STRATTON,CO,80836,98 COLORADO AVE,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29846
Growth,High,TESSENDERLO KERLEY INC,TESSENDERLO KERLEY INC,29948,14,11,ANTOINETTE PURKEY,6028998399,antoinette.purkey@tkinet.com,PHOENIX,AZ,85018,2910 N 44TH ST SUITE 100,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=29948
